Names	total	elements
22h_Up 25h_Up 28h_Up 34h_Up 37h_Up 40h_Up	2	Niben261Chr10g0462006.1
		Niben261Chr09g1354027.1
22h_Up 25h_Up 28h_Up 34h_Up 40h_Up 46h_Up	1	Niben261Chr17g1546014.1
22h_Up 28h_Up 34h_Up 40h_Up 46h_Up 56h_Up	1	Niben261Chr05g0127001.1
25h_Up 28h_Up 34h_Up 37h_Up 40h_Up 46h_Up	12	Niben261Chr04g0062016.1
		Niben261Chr16g0255013.1
		Niben261Chr13g1197002.1
		Niben261Chr12g0843011.1
		Niben261Chr03g0626008.1
		Niben261Chr17g0115007.1
		Niben261Chr03g0916010.1
		Niben261Chr11g1401007.1
		Niben261Chr06g1448014.1
		Niben261Chr06g0024009.1
		Niben261Chr16g0087003.1
		Niben261Chr07g0922003.1
25h_Up 28h_Up 34h_Up 37h_Up 40h_Up 56h_Up	1	Niben261Chr11g0605002.1
25h_Up 28h_Up 34h_Up 40h_Up 46h_Up 56h_Up	7	Niben261Chr09g1038012.1
		Niben261Chr10g0377012.1
		Niben261Chr01g0888003.1
		Niben261Chr15g0661008.1
		Niben261Chr10g0377002.1
		Niben261Chr03g0307006.1
		Niben261Chr03g1904002.1
25h_Up 28h_Up 34h_Up 40h_Up 46h_Up 96h_Up	2	Niben261Chr11g0689014.1
		Niben261Chr15g0162001.1
25h_Up 28h_Up 34h_Up 46h_Up 56h_Up 96h_Up	2	Niben261Chr08g0573011.1
		Niben261Chr09g0038002.1
25h_Up 34h_Up 40h_Up 46h_Up 56h_Up 96h_Up	1	Niben261Chr18g0123006.1
28h_Up 34h_Up 37h_Up 40h_Up 46h_Up 56h_Up	10	Niben261Chr16g0348001.1
		Niben261Chr06g1467002.1
		Niben261Chr06g1467010.1
		Niben261Chr01g0348004.1
		Niben261Chr05g1365005.1
		Niben261Chr17g0963022.1
		Niben261Chr07g0989006.1
		Niben261Chr04g0011008.1
		Niben261Chr12g1562006.1
		Niben261Chr16g0242016.1
28h_Up 34h_Up 37h_Up 40h_Up 56h_Up 96h_Up	1	Niben261Chr03g0099007.1
28h_Up 34h_Up 40h_Up 46h_Up 56h_Up 96h_Up	1	Niben261Chr02g1175005.1
34h_Up 37h_Up 40h_Up 46h_Up 56h_Up 96h_Up	1	Niben261Chr12g0036006.1
22h_Up 25h_Up 28h_Up 34h_Up 37h_Up	2	Niben261Chr04g1724013.1
		Niben261Chr08g1105004.1
22h_Up 25h_Up 28h_Up 34h_Up 40h_Up	8	Niben261Chr18g0131008.1
		Niben261Chr10g0038002.1
		Niben261Chr12g0302002.1
		Niben261Chr02g0092006.1
		Niben261Chr16g0732006.1
		Niben261Chr15g0941001.1
		Niben261Chr07g0656003.1
		Niben261Chr14g1356011.1
22h_Up 25h_Up 28h_Up 34h_Up 46h_Up	3	Niben261Chr13g1163002.1
		Niben261Chr11g1278016.1
		Niben261Chr11g0963001.1
22h_Up 25h_Up 28h_Up 37h_Up 46h_Up	1	Niben261Chr04g1844004.1
22h_Up 25h_Up 28h_Up 40h_Up 46h_Up	3	Niben261Chr17g0030015.1
		Niben261Chr07g1367009.1
		Niben261Chr16g1304010.1
22h_Up 25h_Up 34h_Up 40h_Up 96h_Up	1	Niben261Chr15g0976013.1
22h_Up 25h_Up 40h_Up 46h_Up 96h_Up	2	Niben261Chr09g0630001.1
		Niben261Chr10g0384015.1
25h_Up 28h_Up 34h_Up 37h_Up 40h_Up	5	Niben261Chr02g1506012.1
		Niben261Chr06g0932002.1
		Niben261Chr07g1118002.1
		Niben261Chr14g1489006.1
		Niben261Chr15g0723010.1
25h_Up 28h_Up 34h_Up 37h_Up 46h_Up	2	Niben261Chr11g1101001.1
		Niben261Chr02g1343006.1
25h_Up 28h_Up 34h_Up 37h_Up 56h_Up	1	Niben261Chr18g1451013.1
25h_Up 28h_Up 34h_Up 40h_Up 46h_Up	16	Niben261Chr16g0085005.1
		Niben261Chr17g1358004.1
		Niben261Chr08g0758003.1
		Niben261Chr16g1258002.1
		Niben261Chr07g0786007.1
		Niben261Chr18g1271016.1
		Niben261Chr07g1198010.1
		Niben261Chr14g0812001.1
		Niben261Chr08g0411008.1
		Niben261Chr13g0654019.1
		Niben261Chr13g0654008.1
		Niben261Chr06g1122008.1
		Niben261Chr14g0147020.1
		Niben261Chr17g0693016.1
		Niben261Chr04g1859023.1
		Niben261Chr19g1477007.1
25h_Up 28h_Up 34h_Up 40h_Up 56h_Up	4	Niben261Chr19g0712004.1
		Niben261Chr12g1127003.1
		Niben261Chr09g0099004.1
		Niben261Chr04g1336006.1
25h_Up 28h_Up 34h_Up 46h_Up 56h_Up	2	Niben261Chr04g0015002.1
		Niben261Chr15g0723002.1
25h_Up 28h_Up 34h_Up 46h_Up 96h_Up	1	Niben261Chr08g0059004.1
25h_Up 28h_Up 40h_Up 46h_Up 56h_Up	1	Niben261Chr08g0819003.1
25h_Up 28h_Up 40h_Up 46h_Up 96h_Up	4	Niben261Chr03g1518007.1
		Niben261Chr07g1487005.1
		Niben261Chr19g1075006.1
		Niben261Chr09g1169009.1
25h_Up 28h_Up 40h_Up 56h_Up 96h_Up	1	Niben261Chr01g1713005.1
25h_Up 34h_Up 37h_Up 40h_Up 46h_Up	1	Niben261Chr01g0083001.1
25h_Up 37h_Up 40h_Up 46h_Up 96h_Up	1	Niben261Chr14g0911006.1
25h_Up 40h_Up 46h_Up 56h_Up 96h_Up	3	Niben261Chr01g1334004.1
		Niben261Chr12g0205002.1
		Niben261Chr14g0789015.1
28h_Up 34h_Up 37h_Up 40h_Up 46h_Up	1	Niben261Chr12g0279003.1
28h_Up 34h_Up 37h_Up 40h_Up 56h_Up	1	Niben261Chr09g0916004.1
28h_Up 34h_Up 37h_Up 40h_Up 96h_Up	1	Niben261Chr08g1278011.1
28h_Up 34h_Up 37h_Up 46h_Up 56h_Up	1	Niben261Chr01g0018001.1
28h_Up 34h_Up 40h_Up 46h_Up 56h_Up	7	Niben261Chr18g1266006.1
		Niben261Scf00858g0000002.1
		Niben261Chr13g0293003.1
		Niben261Chr06g0806002.1
		Niben261Chr12g0096001.1
		Niben261Chr11g0036007.1
		Niben261Chr17g1295008.1
28h_Up 34h_Up 46h_Up 56h_Up 96h_Up	2	Niben261Chr07g0996014.1
		Niben261Chr02g0879013.1
28h_Up 40h_Up 46h_Up 56h_Up 96h_Up	1	Niben261Chr11g0064002.1
34h_Up 37h_Up 40h_Up 46h_Up 56h_Up	22	Niben261Chr13g0010023.1
		Niben261Chr18g0032003.1
		Niben261Chr11g0000010.1
		Niben261Chr05g0190002.1
		Niben261Chr14g0924006.1
		Niben261Chr15g0782015.1
		Niben261Chr10g1339009.1
		Niben261Chr04g0790002.1
		Niben261Chr05g0343004.1
		Niben261Chr16g0486016.1
		Niben261Chr06g1121001.1
		Niben261Chr13g0060013.1
		Niben261Chr03g0555003.1
		Niben261Chr04g0298005.1
		Niben261Chr06g0562007.1
		Niben261Chr03g1596003.1
		Niben261Chr13g1349003.1
		Niben261Chr09g0002013.1
		Niben261Chr11g0444004.1
		Niben261Chr09g1046007.1
		Niben261Chr06g0234016.1
		Niben261Chr06g0826001.1
34h_Up 37h_Up 40h_Up 56h_Up 96h_Up	2	Niben261Chr08g0742001.1
		Niben261Chr12g0812001.1
34h_Up 37h_Up 46h_Up 56h_Up 96h_Up	4	Niben261Chr07g1296012.1
		Niben261Chr01g0216003.1
		Niben261Chr08g0591003.1
		Niben261Chr05g0477010.1
34h_Up 40h_Up 46h_Up 56h_Up 96h_Up	7	Niben261Chr11g1146016.1
		Niben261Chr09g0690024.1
		Niben261Chr08g1126015.1
		Niben261Chr16g0884010.1
		Niben261Chr09g1220002.1
		Niben261Chr13g1038003.1
		Niben261Chr13g1231008.1
22h_Up 25h_Up 28h_Up 34h_Up	13	Niben261Chr19g0470020.1
		Niben261Chr07g0657005.1
		Niben261Chr01g0196022.1
		Niben261Chr13g1248002.1
		Niben261Chr13g0634007.1
		Niben261Chr19g0226013.1
		Niben261Chr15g1514008.1
		Niben261Chr19g0186001.1
		Niben261Chr04g1620020.1
		Niben261Chr03g0423009.1
		Niben261Chr09g1106007.1
		Niben261Chr19g1363004.1
		Niben261Chr06g0816009.1
22h_Up 25h_Up 28h_Up 37h_Up	2	Niben261Chr01g0094006.1
		Niben261Chr14g0040016.1
22h_Up 25h_Up 28h_Up 40h_Up	4	Niben261Chr18g0217003.1
		Niben261Chr10g1274004.1
		Niben261Chr06g0471005.1
		Niben261Chr03g1396004.1
22h_Up 25h_Up 28h_Up 46h_Up	1	Niben261Chr16g0376019.1
22h_Up 25h_Up 28h_Up 96h_Up	1	Niben261Scf15879g0000002.1
22h_Up 25h_Up 34h_Up 40h_Up	5	Niben261Chr06g0831005.1
		Niben261Chr06g0837017.1
		Niben261Chr02g1151007.1
		Niben261Chr14g1412006.1
		Niben261Chr17g0870006.1
22h_Up 25h_Up 34h_Up 46h_Up	1	Niben261Chr18g0023002.1
22h_Up 25h_Up 34h_Up 96h_Up	1	Niben261Chr19g0559010.1
22h_Up 25h_Up 40h_Up 46h_Up	1	Niben261Chr15g0909007.1
22h_Up 25h_Up 46h_Up 96h_Up	8	Niben261Chr11g1226004.1
		Niben261Chr07g0501028.1
		Niben261Chr17g1038002.1
		Niben261Chr07g0956007.1
		Niben261Chr19g0223003.1
		Niben261Chr19g1025007.1
		Niben261Chr10g0076011.1
		Niben261Chr06g0360004.1
22h_Up 28h_Up 40h_Up 96h_Up	1	Niben261Chr02g0065003.1
25h_Up 28h_Up 34h_Up 37h_Up	2	Niben261Chr01g0421002.1
		Niben261Chr10g0463004.1
25h_Up 28h_Up 34h_Up 40h_Up	29	Niben261Chr01g0020005.1
		Niben261Chr01g0685002.1
		Niben261Chr07g1117001.1
		Niben261Chr07g1255001.1
		Niben261Chr02g0607003.1
		Niben261Chr18g0042006.1
		Niben261Chr18g0652005.1
		Niben261Chr03g0014004.1
		Niben261Chr14g1238001.1
		Niben261Chr14g0102018.1
		Niben261Chr13g0909005.1
		Niben261Chr02g0405002.1
		Niben261Chr09g1251022.1
		Niben261Chr07g0054006.1
		Niben261Chr05g1243004.1
		Niben261Chr07g1445006.1
		Niben261Chr13g0582011.1
		Niben261Chr14g1340021.1
		Niben261Chr14g0719012.1
		Niben261Chr10g0652003.1
		Niben261Chr16g0472003.1
		Niben261Chr04g1439004.1
		Niben261Chr11g1190001.1
		Niben261Chr04g1397002.1
		Niben261Chr12g0183011.1
		Niben261Chr14g0835003.1
		Niben261Chr16g0357004.1
		Niben261Chr07g0831006.1
		Niben261Chr03g1610001.1
25h_Up 28h_Up 34h_Up 46h_Up	10	Niben261Chr05g1304012.1
		Niben261Chr16g0759003.1
		Niben261Chr17g0569086.1
		Niben261Chr12g1471001.1
		Niben261Chr14g0923003.1
		Niben261Chr14g0468003.1
		Niben261Chr16g0262002.1
		Niben261Chr03g0774007.1
		Niben261Chr06g1363022.1
		Niben261Chr08g0374001.1
25h_Up 28h_Up 34h_Up 56h_Up	2	Niben261Chr01g0896008.1
		Niben261Chr13g0084008.1
25h_Up 28h_Up 34h_Up 96h_Up	3	Niben261Chr17g0436002.1
		Niben261Chr05g0219001.1
		Niben261Chr06g0855002.1
25h_Up 28h_Up 40h_Up 46h_Up	7	Niben261Chr01g0731001.1
		Niben261Chr13g0686006.1
		Niben261Chr04g1336014.1
		Niben261Chr14g0031002.1
		Niben261Chr03g0767009.1
		Niben261Chr10g0194006.1
		Niben261Chr07g0800006.1
25h_Up 28h_Up 40h_Up 56h_Up	1	Niben261Chr08g0085011.1
25h_Up 28h_Up 40h_Up 96h_Up	2	Niben261Chr15g0570001.1
		Niben261Chr06g0608022.1
25h_Up 28h_Up 46h_Up 56h_Up	4	Niben261Chr08g1071005.1
		Niben261Chr17g0514007.1
		Niben261Chr17g0083001.1
		Niben261Chr08g0028001.1
25h_Up 28h_Up 46h_Up 96h_Up	8	Niben261Chr10g0325001.1
		Niben261Chr08g0068001.1
		Niben261Chr03g1062002.1
		Niben261Chr16g0851008.1
		Niben261Chr06g0436011.1
		Niben261Chr04g1037012.1
		Niben261Chr13g0626016.1
		Niben261Chr03g0772011.1
25h_Up 28h_Up 56h_Up 96h_Up	1	Niben261Chr19g0983010.1
25h_Up 34h_Up 37h_Up 40h_Up	3	Niben261Chr02g0010006.1
		Niben261Chr16g0236024.1
		Niben261Chr11g0605014.1
25h_Up 34h_Up 40h_Up 46h_Up	12	Niben261Chr16g0832003.1
		Niben261Chr15g1224012.1
		Niben261Chr17g1231003.1
		Niben261Chr13g1342002.1
		Niben261Chr04g0013010.1
		Niben261Chr19g1471007.1
		Niben261Chr11g0348018.1
		Niben261Chr01g0049003.1
		Niben261Chr04g0296012.1
		Niben261Chr12g0770012.1
		Niben261Chr04g0376002.1
		Niben261Chr12g0373010.1
25h_Up 34h_Up 46h_Up 96h_Up	1	Niben261Chr01g1371004.1
25h_Up 40h_Up 56h_Up 96h_Up	1	Niben261Chr07g1428003.1
25h_Up 46h_Up 56h_Up 96h_Up	8	Niben261Chr06g0628018.1
		Niben261Chr03g0002005.1
		Niben261Chr04g0815002.1
		Niben261Chr10g0972001.1
		Niben261Chr01g0442006.1
		Niben261Chr19g0589012.1
		Niben261Chr07g1230044.1
		Niben261Chr14g1513052.1
28h_Up 34h_Up 37h_Up 40h_Up	4	Niben261Chr14g0656001.1
		Niben261Chr10g0514001.1
		Niben261Chr01g1269015.1
		Niben261Chr02g0092009.1
28h_Up 34h_Up 37h_Up 46h_Up	1	Niben261Chr08g0731018.1
28h_Up 34h_Up 37h_Up 56h_Up	1	Niben261Chr05g1051002.1
28h_Up 34h_Up 40h_Up 46h_Up	4	Niben261Chr05g0746004.1
		Niben261Chr18g0069001.1
		Niben261Chr04g0623002.1
		Niben261Chr03g1518008.1
28h_Up 34h_Up 40h_Up 56h_Up	3	Niben261Chr06g0459006.1
		Niben261Chr19g0729008.1
		Niben261Chr07g1483003.1
28h_Up 34h_Up 40h_Up 96h_Up	3	Niben261Chr08g0587015.1
		Niben261Chr11g1008004.1
		Niben261Chr04g1771011.1
28h_Up 34h_Up 46h_Up 56h_Up	4	Niben261Chr09g0125003.1
		Niben261Chr16g0042012.1
		Niben261Chr04g1767010.1
		Niben261Chr05g1247001.1
28h_Up 34h_Up 56h_Up 96h_Up	2	Niben261Chr10g1152005.1
		Niben261Chr10g0918006.1
28h_Up 37h_Up 40h_Up 46h_Up	1	Niben261Chr08g0410019.1
28h_Up 40h_Up 46h_Up 56h_Up	6	Niben261Chr04g1121003.1
		Niben261Chr07g1417015.1
		Niben261Chr09g0586003.1
		Niben261Chr09g1169030.1
		Niben261Chr07g0609009.1
		Niben261Chr12g1097003.1
28h_Up 46h_Up 56h_Up 96h_Up	1	Niben261Chr03g1589001.1
34h_Up 37h_Up 40h_Up 46h_Up	4	Niben261Chr06g0170014.1
		Niben261Chr04g0239010.1
		Niben261Chr15g1100003.1
		Niben261Chr16g0297007.1
34h_Up 37h_Up 40h_Up 56h_Up	2	Niben261Chr09g0409005.1
		Niben261Chr02g1058001.1
34h_Up 37h_Up 40h_Up 96h_Up	2	Niben261Chr12g0709001.1
		Niben261Chr19g0102007.1
34h_Up 37h_Up 46h_Up 56h_Up	29	Niben261Chr05g1372001.1
		Niben261Chr03g0026006.1
		Niben261Chr15g0613014.1
		Niben261Scf09669g0000002.1
		Niben261Chr19g1159013.1
		Niben261Chr02g0831007.1
		Niben261Chr05g0326015.1
		Niben261Chr03g0170029.1
		Niben261Chr14g1506004.1
		Niben261Chr16g0225008.1
		Niben261Chr11g1010002.1
		Niben261Chr11g0672003.1
		Niben261Chr14g1074001.1
		Niben261Chr09g1013005.1
		Niben261Chr07g1009008.1
		Niben261Chr08g0164028.1
		Niben261Chr14g1147006.1
		Niben261Chr02g1147004.1
		Niben261Chr01g1074005.1
		Niben261Chr10g0985011.1
		Niben261Chr01g1581015.1
		Niben261Chr19g1000001.1
		Niben261Chr03g0287031.1
		Niben261Chr08g1067003.1
		Niben261Chr08g0643005.1
		Niben261Chr09g0107008.1
		Niben261Chr07g1286014.1
		Niben261Chr11g1034004.1
		Niben261Chr02g0791021.1
34h_Up 40h_Up 46h_Up 56h_Up	12	Niben261Chr16g0350013.1
		Niben261Chr06g0443018.1
		Niben261Chr14g0156001.1
		Niben261Chr10g0145003.1
		Niben261Chr19g1436001.1
		Niben261Chr11g1427008.1
		Niben261Chr07g1178010.1
		Niben261Chr04g1643020.1
		Niben261Chr08g1093014.1
		Niben261Chr07g1369024.1
		Niben261Chr01g0109004.1
		Niben261Chr15g1165011.1
34h_Up 40h_Up 46h_Up 96h_Up	4	Niben261Chr19g0902009.1
		Niben261Chr09g1012016.1
		Niben261Chr06g0715002.1
		Niben261Chr13g0736011.1
34h_Up 40h_Up 56h_Up 96h_Up	2	Niben261Chr03g0218002.1
		Niben261Chr12g0263003.1
34h_Up 46h_Up 56h_Up 96h_Up	8	Niben261Chr17g0038013.1
		Niben261Chr13g0231007.1
		Niben261Chr19g0071003.1
		Niben261Chr01g0670002.1
		Niben261Chr16g0881015.1
		Niben261Chr03g0409007.1
		Niben261Chr13g0324004.1
		Niben261Chr17g1414007.1
37h_Up 40h_Up 46h_Up 56h_Up	3	Niben261Chr09g0396007.1
		Niben261Chr15g0922003.1
		Niben261Chr13g0648008.1
37h_Up 40h_Up 46h_Up 96h_Up	1	Niben261Chr01g0461001.1
37h_Up 46h_Up 56h_Up 96h_Up	3	Niben261Chr03g1172002.1
		Niben261Chr08g1085009.1
		Niben261Chr03g1809009.1
40h_Up 46h_Up 56h_Up 96h_Up	21	Niben261Chr09g1062005.1
		Niben261Chr07g0480003.1
		Niben261Chr09g0051006.1
		Niben261Chr09g0952024.1
		Niben261Chr07g1085002.1
		Niben261Chr08g0742010.1
		Niben261Chr06g1109009.1
		Niben261Chr02g0458003.1
		Niben261Chr14g0363001.1
		Niben261Chr12g0201002.1
		Niben261Chr09g0647005.1
		Niben261Chr04g1559013.1
		Niben261Chr06g1107031.1
		Niben261Chr01g1673002.1
		Niben261Chr08g1346007.1
		Niben261Chr09g1279010.1
		Niben261Chr01g0460004.1
		Niben261Chr18g1375009.1
		Niben261Chr07g1499001.1
		Niben261Chr12g0772013.1
		Niben261Chr10g1002010.1
22h_Up 25h_Up 28h_Up	40	Niben261Chr03g1442007.1
		Niben261Chr10g0035020.1
		Niben261Chr11g0263004.1
		Niben261Chr16g0957012.1
		Niben261Chr09g0049007.1
		Niben261Chr03g0081010.1
		Niben261Chr02g0976002.1
		Niben261Chr04g0235002.1
		Niben261Chr16g0180004.1
		Niben261Chr04g1004016.1
		Niben261Chr04g0732004.1
		Niben261Chr09g1185023.1
		Niben261Chr10g0343001.1
		Niben261Chr03g0154010.1
		Niben261Chr06g0612014.1
		Niben261Chr04g0099001.1
		Niben261Chr10g0456011.1
		Niben261Chr19g0457006.1
		Niben261Chr12g0511002.1
		Niben261Chr10g0283017.1
		Niben261Chr08g0329011.1
		Niben261Chr04g0620007.1
		Niben261Chr01g0191003.1
		Niben261Chr07g1395012.1
		Niben261Chr09g0860002.1
		Niben261Chr15g0260006.1
		Niben261Chr09g0451003.1
		Niben261Chr06g0422010.1
		Niben261Chr12g0082006.1
		Niben261Chr15g0210010.1
		Niben261Chr18g0248002.1
		Niben261Chr10g0105005.1
		Niben261Chr01g0584029.1
		Niben261Chr01g1148012.1
		Niben261Chr11g1114004.1
		Niben261Chr03g1474012.1
		Niben261Chr01g0012011.1
		Niben261Chr15g0032003.1
		Niben261Chr10g0564001.1
		Niben261Scf08256g0000002.1
22h_Up 25h_Up 34h_Up	10	Niben261Chr13g1332011.1
		Niben261Chr14g0138016.1
		Niben261Chr06g1266003.1
		Niben261Chr03g1182008.1
		Niben261Chr12g1346012.1
		Niben261Chr11g0038011.1
		Niben261Chr06g0753022.1
		Niben261Chr13g0017003.1
		Niben261Chr14g1376007.1
		Niben261Chr10g0627003.1
22h_Up 25h_Up 37h_Up	1	Niben261Scf03882g0000005.1
22h_Up 25h_Up 40h_Up	12	Niben261Chr01g1007002.1
		Niben261Chr12g1063007.1
		Niben261Chr11g1309008.1
		Niben261Chr04g1885023.1
		Niben261Chr13g1359003.1
		Niben261Chr02g0130002.1
		Niben261Chr12g0827014.1
		Niben261Chr17g0819005.1
		Niben261Chr03g0483003.1
		Niben261Chr13g1399004.1
		Niben261Chr17g0056019.1
		Niben261Chr16g0984002.1
22h_Up 25h_Up 46h_Up	6	Niben261Chr04g1785002.1
		Niben261Chr19g0141003.1
		Niben261Chr19g0141004.1
		Niben261Chr06g0509006.1
		Niben261Chr14g1122012.1
		Niben261Chr08g1326003.1
22h_Up 25h_Up 96h_Up	12	Niben261Chr17g1264009.1
		Niben261Chr05g0458001.1
		Niben261Chr14g0635002.1
		Niben261Chr08g0198006.1
		Niben261Chr16g0363010.1
		Niben261Chr04g1468007.1
		Niben261Chr16g0496021.1
		Niben261Chr07g1223018.1
		Niben261Chr04g1443002.1
		Niben261Chr09g1258002.1
		Niben261Chr02g0105014.1
		Niben261Scf02917g0000010.1
22h_Up 28h_Up 96h_Up	1	Niben261Chr06g0446001.1
22h_Up 34h_Up 37h_Up	1	Niben261Chr04g1502007.1
22h_Up 34h_Up 40h_Up	1	Niben261Chr04g1754001.1
22h_Up 34h_Up 96h_Up	1	Niben261Chr18g1347006.1
22h_Up 40h_Up 46h_Up	2	Niben261Chr03g1667004.1
		Niben261Chr13g1281009.1
22h_Up 40h_Up 96h_Up	1	Niben261Chr03g1838012.1
22h_Up 46h_Up 56h_Up	1	Niben261Chr01g0908004.1
22h_Up 46h_Up 96h_Up	3	Niben261Chr19g0194012.1
		Niben261Chr08g0370017.1
		Niben261Chr19g1041002.1
22h_Up 56h_Up 96h_Up	1	Niben261Chr17g0684002.1
25h_Up 28h_Up 34h_Up	51	Niben261Chr16g0182001.1
		Niben261Chr01g1174004.1
		Niben261Chr01g0917001.1
		Niben261Chr18g0689003.1
		Niben261Chr11g0641019.1
		Niben261Chr16g0457012.1
		Niben261Chr07g1168006.1
		Niben261Chr08g0071014.1
		Niben261Chr16g0755002.1
		Niben261Chr09g1311002.1
		Niben261Chr13g0528012.1
		Niben261Chr06g0693008.1
		Niben261Chr02g0062002.1
		Niben261Chr06g0099008.1
		Niben261Chr07g0339003.1
		Niben261Chr08g0768002.1
		Niben261Chr18g0823006.1
		Niben261Chr06g0137003.1
		Niben261Chr15g0951006.1
		Niben261Chr19g0906016.1
		Niben261Chr18g1465002.1
		Niben261Chr18g1357010.1
		Niben261Chr10g0382001.1
		Niben261Chr01g1355017.1
		Niben261Chr17g0815005.1
		Niben261Chr03g0948004.1
		Niben261Chr19g0354002.1
		Niben261Chr17g1512007.1
		Niben261Chr17g1485023.1
		Niben261Chr02g1363011.1
		Niben261Chr11g0826001.1
		Niben261Chr03g0138004.1
		Niben261Chr16g0166003.1
		Niben261Chr10g0314011.1
		Niben261Chr16g0842001.1
		Niben261Chr09g0182010.1
		Niben261Chr11g1181004.1
		Niben261Chr06g0090001.1
		Niben261Chr06g0531004.1
		Niben261Chr08g0093001.1
		Niben261Chr09g0556021.1
		Niben261Chr12g0596008.1
		Niben261Chr14g0372001.1
		Niben261Chr13g0107001.1
		Niben261Chr09g1066003.1
		Niben261Chr03g0366014.1
		Niben261Chr12g0404001.1
		Niben261Chr03g0221009.1
		Niben261Chr12g0827012.1
		Niben261Chr19g0237002.1
		Niben261Chr13g0137003.1
25h_Up 28h_Up 37h_Up	3	Niben261Chr10g1240001.1
		Niben261Chr06g1427011.1
		Niben261Chr17g1262001.1
25h_Up 28h_Up 40h_Up	23	Niben261Chr01g0628001.1
		Niben261Chr10g0155012.1
		Niben261Chr15g1237001.1
		Niben261Chr18g0858001.1
		Niben261Chr11g0902005.1
		Niben261Chr09g0027012.1
		Niben261Chr03g0621008.1
		Niben261Chr15g1163005.1
		Niben261Chr07g1078008.1
		Niben261Chr02g0996008.1
		Niben261Chr16g0428001.1
		Niben261Chr04g0342004.1
		Niben261Chr05g0525004.1
		Niben261Chr01g1490007.1
		Niben261Chr08g0881003.1
		Niben261Chr02g0600013.1
		Niben261Chr02g1121001.1
		Niben261Chr01g0897005.1
		Niben261Chr15g0397006.1
		Niben261Chr02g0864001.1
		Niben261Chr19g1055001.1
		Niben261Chr07g1515018.1
		Niben261Chr03g1521016.1
25h_Up 28h_Up 46h_Up	9	Niben261Chr16g1019020.1
		Niben261Chr18g0493005.1
		Niben261Chr10g0551001.1
		Niben261Chr07g1414001.1
		Niben261Chr19g0988021.1
		Niben261Chr14g1245004.1
		Niben261Chr19g1437002.1
		Niben261Chr06g0876007.1
		Niben261Chr16g0346003.1
25h_Up 28h_Up 56h_Up	10	Niben261Chr04g1175007.1
		Niben261Chr03g0060011.1
		Niben261Chr11g1371003.1
		Niben261Chr09g0575003.1
		Niben261Chr13g0009007.1
		Niben261Chr10g0043006.1
		Niben261Chr10g1284007.1
		Niben261Chr02g0780007.1
		Niben261Chr14g1472008.1
		Niben261Chr10g1134012.1
25h_Up 28h_Up 96h_Up	17	Niben261Chr02g0110003.1
		Niben261Chr08g0165002.1
		Niben261Chr13g0847006.1
		Niben261Chr07g0996013.1
		Niben261Chr07g0013003.1
		Niben261Chr08g0368004.1
		Niben261Chr05g0536007.1
		Niben261Chr15g0605003.1
		Niben261Chr14g0039005.1
		Niben261Chr05g1021013.1
		Niben261Chr18g0270006.1
		Niben261Chr09g1069006.1
		Niben261Chr19g0550001.1
		Niben261Chr04g1552007.1
		Niben261Chr11g0835022.1
		Niben261Chr15g1050012.1
		Niben261Chr18g0271001.1
