GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr04g1552007.1	0.525321	1.201739	1.420761	2.204224	1.953341	2.168919	1.21006	2.773141	1.784034	1.359043	2.368771	1.736178	2.005696	2.495884	1.980192	1.212205	1.87883	2.427014	1.330797	1.182846	1.331465	1.759844	1.814229	1.345401	0.376162	0.954854	0.818278	3.53407	3.430943	3.446575	6.426611	4.22284	6.219277	1.776784	1.784339	1.551123	2.058696	0.848327	1.592908	1.366377	2.234894	2.136821	2.152902	1.340511	2.304427	1.979558	2.20679	2.579893
Niben261Chr04g1639001.1	1.36269	1.324436	2.395421	9.246746	2.948718	2.22868	2.913671	9.315817	3.383087	7.604125	6.038493	4.304949	6.593713	5.043164	6.521874	0.790809	0.692949	0	2.370106	2.607818	1.292617	2.678459	2.624066	8.745492	1.053704	1.096093	0.609445	4.405744	1.217336	1.792275	60.415178	18.153452	52.59052	5.75706	14.476702	4.882436	3.927175	1.40654	4.724644	0	0	0.757627	4.186177	2.103418	2.025736	1.526486	1.184593	2.722103
Niben261Chr04g1656001.1	16.291305	20.53857	18.441168	45.718576	32.871429	31.355232	43.975371	51.453885	20.952538	46.212601	63.342644	47.916169	51.249621	56.301097	52.594914	35.340271	29.816867	37.350359	67.290566	62.809026	51.806285	29.071347	32.353153	28.577188	13.80755	14.429094	10.734467	28.588235	18.752943	25.178114	198.057727	37.130671	184.845187	35.627895	65.766672	43.434968	45.646458	25.666041	52.390883	23.637904	23.032895	27.451321	33.028871	20.085084	24.476626	47.80558	36.542389	44.847083
Niben261Chr04g1658010.1	0.166544	0.282139	0.340885	0.63153	0.343283	0.442389	0.353694	0.381956	0.805319	1.132173	1.349803	0.940788	1.205122	1.1118	0.919004	1.277315	1.22435	1.491332	0.653186	0.938688	0.767126	1.328588	1.58434	1.107954	0.150244	0.217688	0.372418	0.856836	0.847089	0.830193	1.942279	0.861192	2.052019	0.280704	0.424124	0.379293	0.283366	0.243105	0.688598	0.230118	0.585997	0.399789	0.595379	0.495525	0.511523	0.349378	0.600692	0.455784
Niben261Chr04g1784010.1	0.266696	0.34529	0.259941	0.632988	0.767971	0.50861	0.422166	0.505666	0.353071	0.82019	0.858482	0.994723	1.015396	0.511784	0.851475	0.05159	0.180825	0.645288	0.573602	0.94515	0.716782	0.349028	0.171076	0.622728	0.091655	0.393981	0.437318	0.441737	0.408415	0.748052	2.711171	0.552558	0.847712	0.549397	0.666514	0.752002	0.698105	0.333682	0.548025	0.36794	0.419536	0.329505	1.003502	0.792107	0.789438	0.716755	0.875553	1.110477
Niben261Chr04g1859023.1	1.849502	0.541064	0.651739	1.96412	1.749042	2.068676	2.358065	3.199383	3.066783	0.442854	0.700227	0.383546	0.5041	0.333282	0.518771	0.759919	0.498121	0.445172	2.94209	3.829101	2.974268	1.939264	2.889724	3.463003	5.245461	1.529241	1.039687	6.672052	6.902343	9.119428	29.332538	10.709005	31.260044	3.650564	3.730288	1.516288	0.742853	1.141227	0.915107	0.675847	2.608638	1.59597	7.071926	5.779476	4.94682	1.861077	2.54882	2.043302
Niben261Chr05g0519007.1	0.333234	0.404357	0.292336	0.310154	0.131007	0.238314	0.19781	0.435981	0.289535	0.404555	0.402249	0.301597	0.439196	0.068515	0.485731	0.096693	0.113011	0.222807	0.310121	0.496004	0.276586	0.452289	0.641232	0.226796	0.171783	0.301545	0.037259	0.703865	0.446534	0.197116	1.611017	1.237038	1.500614	0.982687	1.179836	0.650535	0.741434	0.382188	0.67406	0.84278	0.857792	0.957133	0.555744	0.77078	0.863185	0.709042	0.337852	0.66452
Niben261Chr05g0686021.1	35.964424	50.110749	32.724667	63.258712	54.041934	54.762205	76.698369	70.35272	47.034103	63.354815	63.731968	74.583086	83.03901	84.000064	91.504358	71.954339	84.941281	78.853516	72.182768	56.888237	62.012937	50.721916	57.988303	58.944056	30.1851	33.333345	26.154543	56.862534	40.436384	53.014597	197.458122	62.590845	170.896394	78.28137	106.446023	89.902682	96.084773	97.854805	101.689763	93.143878	88.600887	92.492777	68.693689	61.273278	71.296336	79.583226	65.958069	75.923686
Niben261Chr05g0731001.1	0.802546	0.333989	0.804568	0.621983	0.991609	0.56223	0.217781	0.208686	0.455343	0	0	0.528236	0.705125	0.28287	0.57293	1.06455	0.466408	0.438007	0.512146	1.170175	0.435015	0.675193	1.544415	2.050958	1.18204	0.368877	0.820407	2.164831	3.8627	3.375654	18.505966	1.187695	17.006509	1.288249	1.241614	0.596818	0.480171	2.773287	0.265041	1.687178	3.147987	1.274853	1.058883	1.060941	0.452495	0.718956	0.79706	0.228777
Niben261Chr05g1084008.1	0.956531	0.613078	0.975223	2.040723	2.221614	1.63578	1.738956	2.09845	1.69029	1.973465	1.795934	1.228745	1.589857	1.569394	1.453228	1.956894	2.226551	1.759499	2.209166	2.705948	2.774828	2.153706	1.961309	1.678877	1.038462	0.955293	1.013654	2.866246	3.255605	2.257823	3.520153	3.131748	3.765947	2.115549	2.227039	1.120785	1.797558	1.216731	1.83581	1.959693	1.935501	1.828593	2.306343	1.699521	2.123655	1.443133	1.411433	1.325059
Niben261Chr05g1096007.1	2.734638	2.565955	3.471571	4.0172	3.383622	2.725159	2.286256	2.78027	2.811534	4.335971	2.603792	2.574101	3.276864	3.154382	2.985133	1.425419	2.868705	2.226566	4.070867	4.074151	3.103772	4.940822	4.049918	4.109352	3.373059	3.618063	2.725309	4.148144	3.627194	3.708312	5.174192	3.687571	4.73401	3.343907	4.033965	4.062387	3.764302	4.167169	3.886968	2.386806	3.671984	3.561308	3.873819	3.805508	3.414479	2.7202	3.670202	2.858344
