Name	pcrtBAA_vs_GFPAA_filtered
Niben261Chr08g0137001.1	-0,734526773323235
Niben261Chr06g0706002.1	-0,799966878042978
Niben261Chr14g1255002.1	-1,90986029857558
Niben261Chr11g0375002.1	-0,903214721441283
Niben261Chr16g0696003.1	-1,2482691593227
Niben261Chr01g1419001.1	1,1038847957258
Niben261Chr01g1072004.1	-0,789227086901235
Niben261Chr09g0529014.1	-0,924015394724028
Niben261Chr09g0288003.1	-0,867931026037144
Niben261Chr08g1105010.1	0,836082984928865
Niben261Chr02g1151007.1	0,82347387686792
Niben261Chr13g0251008.1	-0,773599774060265
Niben261Chr18g0625004.1	-1,92182400875598
Niben261Chr12g0892009.1	0,707291068596078
Niben261Chr19g0757008.1	0,625772892967925
Niben261Chr10g1151001.1	-0,641692587551975
Niben261Chr09g0887006.1	-0,776653137160976
Niben261Chr09g0082011.1	-1,01116131929117
Niben261Chr08g0411008.1	0,639685687152758
Niben261Chr07g0791001.1	-1,18827495410384
Niben261Scf03882g0000005.1	1,03729910524577
Niben261Chr15g1051001.1	-0,839199411761439
Niben261Chr18g0689003.1	0,675476172239555
Niben261Chr11g0308004.1	-1,32183082178904
Niben261Scf15218g0000001.1	-1,23206476350579
Niben261Chr15g0535001.1	-0,985524812007197
Niben261Chr13g1157004.1	-0,654656898872654
Niben261Chr13g0907007.1	-0,972418180895735
Niben261Chr13g1358006.1	1,01155412721377
Niben261Chr08g1322007.1	0,66684918626958
Niben261Chr07g0259017.1	-0,666909141751265
Niben261Chr14g1414011.1	-1,32207665986731
Niben261Chr19g1312008.1	-1,42398966844845
Niben261Chr12g1183009.1	-1,90175150014522
Niben261Chr14g1122012.1	0,841145035718288
Niben261Chr03g1257003.1	-0,868171569265122
Niben261Chr14g0756008.1	-0,76589152414509
Niben261Chr06g1457007.1	-0,850605066977041
Niben261Chr12g0712005.1	-1,23265629467198
Niben261Chr04g1769004.1	-0,928820908582199
Niben261Chr04g0711004.1	-0,590128645630045
Niben261Chr02g1431010.1	-1,21369402487824
Niben261Chr16g0052002.1	-1,65711218501199
Niben261Chr07g0828009.1	-1,55745366471673
Niben261Chr03g1021005.1	-1,06680664687189
Niben261Chr15g1291003.1	-1,41986994025757
Niben261Chr12g0026009.1	-0,744368555128436
Niben261Chr07g1342015.1	1,27540455131018
Niben261Chr10g0341004.1	-0,86554690472523
Niben261Chr08g1128013.1	1,03130536306922
Niben261Chr16g0984002.1	0,984258958595603
Niben261Chr12g0677004.1	-1,01816060937251
Niben261Chr03g0557003.1	0,628490083877246
Niben261Chr06g0753022.1	0,951785971486049
Niben261Chr07g1133021.1	-1,02005527087276
Niben261Chr15g1455005.1	-0,847615304184834
Niben261Chr11g1334016.1	-1,00528520425434
Niben261Chr12g1146005.1	-1,47394173058009
Niben261Chr04g0760005.1	-2,0191013892961
Niben261Chr19g0446002.1	-1,46586125937168
Niben261Chr16g0415004.1	-1,00554737668109
Niben261Chr07g0922003.1	0,616488205692115
Niben261Chr04g1031007.1	-1,57510049143072
Niben261Chr01g0168007.1	-1,10320509694806
Niben261Chr03g0173018.1	-1,89336249468762
Niben261Chr12g0252018.1	0,600883972863606
Niben261Chr15g0211015.1	-0,796496767295403
Niben261Chr14g1039002.1	-0,786749121329168
Niben261Chr02g1293010.1	1,16134784568014
Niben261Chr09g0735020.1	1,24676363985162
Niben261Chr03g0151006.1	-1,16370509212766
Niben261Chr19g0589008.1	0,658181875798833
Niben261Chr10g1057005.1	0,706985949212951
Niben261Chr19g0179001.1	-1,19729620416711
Niben261Chr13g1143001.1	-1,61888105679975
Niben261Chr13g1312007.1	0,679288068210167
Niben261Chr10g0343001.1	0,927699926455897
Niben261Chr09g0935001.1	-0,621971982163002
Niben261Chr11g1055001.1	-2,51458668485957
Niben261Chr08g0084016.1	-0,925808649913503
Niben261Chr09g0355008.1	-1,16491838036697
Niben261Chr05g0843016.1	-1,73755481862853
Niben261Chr09g0958011.1	-1,06482189411405
Niben261Chr03g0735009.1	0,654421789504344
Niben261Chr14g0011013.1	0,668153963205691
Niben261Chr19g0198007.1	0,616794142455751
Niben261Chr08g0621011.1	-0,766220241838371
Niben261Chr17g0420005.1	-2,17039874936128
Niben261Chr13g1075006.1	-1,1408489430412
Niben261Chr03g1124001.1	-0,968596437326631
Niben261Chr03g0073006.1	-1,09261773730005
Niben261Chr13g0818001.1	0,738935839596717
Niben261Chr11g0216015.1	-1,11523240343201
Niben261Chr15g1339001.1	-0,827068250276719
Niben261Chr01g1802002.1	0,645353654326704
Niben261Chr03g0287058.1	-0,891844033639058
Niben261Scf16058g0000001.1	-2,13777138091185
Niben261Chr01g1422007.1	0,797649672989538
Niben261Chr02g0210003.1	0,667898788528729
Niben261Chr02g1000003.1	0,873472743186492
Niben261Chr07g1025007.1	-1,37156552117454
Niben261Chr04g1004012.1	-0,722595717860382
Niben261Chr07g1095013.1	0,597732844982261
Niben261Chr12g0772016.1	-0,915648614131711
Niben261Chr02g0738001.1	-1,05792105531952
Niben261Chr04g0644001.1	-0,93004694917821
Niben261Chr02g0834001.1	0,998790955560442
Niben261Chr04g1336004.1	2,57197235048373
Niben261Chr01g0325015.1	0,618749651143152
Niben261Chr01g1011003.1	-0,762040506307377
Niben261Chr03g0026014.1	-0,828358238368354
Niben261Chr16g0097007.1	0,912431816110027
Niben261Chr03g0559003.1	-1,33782431265522
Niben261Chr09g0641003.1	-0,58583616304038
Niben261Chr10g0344008.1	-0,949080931873674
Niben261Chr07g0820010.1	-1,25253025126761
Niben261Chr03g0536003.1	-0,608650213354735
Niben261Chr05g0041001.1	-1,39512403716505
Niben261Chr12g1329003.1	1,38781029151797
Niben261Chr10g0811013.1	-1,10555648700536
Niben261Chr09g0840015.1	-0,781652381692629
Niben261Chr16g0414007.1	-1,06155014836808
Niben261Chr03g0518018.1	0,758341470668367
Niben261Scf08717g0000002.1	0,867187715975645
Niben261Chr13g0708016.1	-1,90650325626511
Niben261Chr11g0862007.1	-0,743512170328164
Niben261Chr19g1061003.1	0,744502228959023
Niben261Chr09g0643003.1	-0,726545107475775
Niben261Chr14g0292003.1	-1,25309400021555
Niben261Chr01g0731003.1	1,09742685953738
Niben261Chr12g1349014.1	-1,97426187977578
Niben261Chr01g0455007.1	-0,827203375317166
Niben261Chr08g1230006.1	-0,649207261706979
Niben261Chr11g1059001.1	0,98461490968468
Niben261Chr19g1097015.1	-0,937935339949136
Niben261Chr07g1356013.1	-0,75829155060675
Niben261Chr08g0050005.1	-1,03316848321037
Niben261Chr19g0648016.1	-0,973313313468333
Niben261Chr13g1272006.1	-1,08700476032928
Niben261Chr16g0555002.1	-0,799782970418169
Niben261Chr16g0002014.1	-0,808591981549813
Niben261Chr03g0883002.1	-1,32331734879388
Niben261Chr06g0471005.1	0,974071329092194
Niben261Chr01g1780012.1	0,645790288050496
Niben261Chr14g0814013.1	-1,21710321140126
Niben261Chr12g0373006.1	0,732460839527477
Niben261Chr02g0062002.1	0,608701009003398
Niben261Chr09g0857002.1	-1,65523219656949
Niben261Chr04g1440004.1	-0,771055292775047
Niben261Chr02g1038001.1	1,03569794309841
Niben261Chr15g1235006.1	1,40794696197973
Niben261Chr05g0821005.1	-0,65903817010325
Niben261Chr15g1190002.1	-1,0589826213872
Niben261Chr19g1377003.1	-0,931494928322913
Niben261Chr04g0951015.1	-1,14871298301292
Niben261Chr10g0139008.1	0,698746292976924
Niben261Chr02g0105014.1	1,18659094563466
Niben261Chr09g1347025.1	-0,829005780803349
Niben261Chr19g1059002.1	-1,35187291710619
Niben261Chr02g0879013.1	-0,760415484331429
Niben261Chr07g1345009.1	-0,769403055253932
Niben261Chr13g0666003.1	-0,952479456186652
Niben261Chr07g1388004.1	0,784319972182883
Niben261Chr16g0191014.1	-1,01780179248315
Niben261Chr17g0046008.1	-1,05720365702161
Niben261Chr15g0397006.1	0,766749987279787
Niben261Chr11g0988004.1	-0,922017738528264
Niben261Chr18g0229005.1	1,7087451754794
Niben261Chr13g0035002.1	-1,45151917162939
Niben261Chr04g1859023.1	1,63541642677834
Niben261Chr12g0827014.1	1,06629591073828
Niben261Chr08g1348004.1	-1,0219855696293
Niben261Chr06g1080001.1	-0,613393522223918
Niben261Chr02g0010017.1	-0,664475328529844
Niben261Chr15g1194012.1	-0,616609687839328
Niben261Chr04g0887004.1	0,756466161026432
Niben261Chr03g0850015.1	-0,725269864888191
Niben261Chr19g0141003.1	1,39752535596049
Niben261Chr04g0004011.1	-0,868269803306557
Niben261Chr17g0004019.1	0,768917951923904
Niben261Chr16g0474006.1	-1,14414017323142
Niben261Chr01g0109004.1	-0,859879440114196
Niben261Chr17g0984001.1	-0,756118165998455
Niben261Chr18g0816004.1	-1,03816241784395
Niben261Chr03g0104001.1	-0,60106663975422
Niben261Chr04g0900012.1	-1,06127132668705
Niben261Chr18g1060009.1	-0,613499331258968
Niben261Chr01g1267005.1	-0,959507230615026
Niben261Chr04g0098004.1	-0,608714128682335
Niben261Chr09g0914008.1	0,605024943070559
Niben261Chr06g0741001.1	-0,618751244665164
Niben261Chr02g0557013.1	-0,967626142444309
Niben261Chr19g0876009.1	-1,26104998433174
Niben261Chr10g0105006.1	0,707230832071987
Niben261Chr09g0451003.1	1,02557506994024
Niben261Chr15g0250001.1	0,802972397166551
Niben261Chr02g0960012.1	-1,29299651756006
Niben261Chr01g0816005.1	-0,982023782411186
Niben261Chr16g0236038.1	-2,35300599878049
Niben261Chr07g0578007.1	0,696400055472768
Niben261Chr10g0815002.1	-0,623183265113922
Niben261Chr17g0970002.1	0,671699220174441
Niben261Chr04g0203004.1	-0,7459572180251
Niben261Chr02g0001005.1	-0,885879781718915
Niben261Chr17g1153001.1	-1,18555872718633
Niben261Chr03g0111014.1	0,601938253719538
Niben261Chr05g1055006.1	-0,633566195768525
Niben261Chr16g1461003.1	0,876826241956588
Niben261Chr09g0658002.1	-0,883924810181175
Niben261Chr05g0839003.1	0,892665670632419
Niben261Chr11g0916001.1	-0,994525672845428
Niben261Chr17g0649001.1	-1,02068498417997
Niben261Chr01g1222010.1	-0,62818171143859
Niben261Chr15g0430001.1	0,72067538704565
Niben261Chr16g0398021.1	-1,33182131854366
Niben261Chr18g0759002.1	-1,31122472135462
Niben261Chr14g1030012.1	0,636186773432207
Niben261Chr10g0819002.1	-0,936009304337655
Niben261Chr05g1038003.1	-0,878822087858065
Niben261Chr02g0815017.1	0,721346703251226
Niben261Chr12g0555003.1	1,57193365001907
Niben261Chr19g0076004.1	0,912401255498237
Niben261Chr10g1030002.1	-1,99970932210278
Niben261Chr08g0138004.1	-1,77892888318294
Niben261Chr06g0669018.1	0,917859297297228
Niben261Chr10g0493015.1	-0,754018227478459
Niben261Chr16g0537003.1	-0,968065318822597
Niben261Chr18g1352001.1	0,675892624090416
Niben261Chr15g0581004.1	-1,32886184096304
Niben261Chr04g0126015.1	-1,21560850666522
Niben261Chr10g0284012.1	0,58847849574207
Niben261Chr16g0181011.1	0,74029072958146
Niben261Chr13g0682002.1	-1,33528970805892
Niben261Chr16g0532017.1	-1,4618754557233
Niben261Chr01g1065004.1	-1,5332442910446
Niben261Chr09g1347031.1	1,93513925259242
Niben261Chr05g0709003.1	-0,681688199503784
Niben261Chr05g1342007.1	0,825920597437505
Niben261Chr01g1344002.1	-0,933896992081332
Niben261Chr15g1391006.1	-1,08162151172256
Niben261Chr04g0049014.1	-1,07134099802823
Niben261Chr04g0064001.1	0,760496317256701
Niben261Chr18g0111016.1	0,747102617317468
Niben261Chr12g0148003.1	-0,798731980338582
Niben261Chr16g0270010.1	-0,770578336250205
Niben261Chr18g0179014.1	1,05568394803775
Niben261Chr01g0118005.1	0,587725901304237
Niben261Chr19g1191003.1	0,801482539868241
Niben261Chr03g0068009.1	-1,19924581055433
Niben261Chr18g0663005.1	-1,02703045849292
Niben261Chr15g1524003.1	-2,10128275708852
Niben261Chr08g0088011.1	-1,04553254259574
Niben261Chr17g0405004.1	-1,64624686220144
Niben261Chr11g1180001.1	-1,19306428522726
Niben261Chr11g0728022.1	1,09409919801313
Niben261Chr01g1137001.1	-0,886573504627731
Niben261Chr13g0001004.1	-0,658541669567467
Niben261Chr17g1466016.1	0,816453631468201
Niben261Scf04838g0000001.1	-1,74126168227706
Niben261Chr01g0273002.1	-1,2683548844325
Niben261Chr10g0616010.1	-2,03755622720466
Niben261Chr12g0358001.1	1,19178415483312
Niben261Chr08g0583014.1	-0,926188258289621
Niben261Chr17g1071002.1	0,608989443185974
Niben261Chr08g0292004.1	-0,896092006239292
Niben261Chr16g1297006.1	-1,17329197945069
Niben261Chr09g0140003.1	-1,17668596886588
Niben261Chr18g1221011.1	0,755929330977771
Niben261Chr05g1158013.1	-0,701653899206971
Niben261Chr08g0440010.1	0,890170030216946
Niben261Chr06g1167004.1	-1,55282705375954
Niben261Chr06g0638011.1	-0,626467923154658
Niben261Chr07g0265013.1	-1,02870561776839
Niben261Chr12g0370003.1	-1,2293550323696
Niben261Chr11g0767005.1	0,907364581041649
Niben261Chr03g1760001.1	-1,38647268348593
Niben261Chr04g1644021.1	-1,0016678822372
Niben261Chr01g0523007.1	-1,15290171534586
Niben261Chr03g1794002.1	-1,64835184385838
Niben261Chr09g1266003.1	1,05065386310927
Niben261Chr06g0066007.1	0,659563419806389
Niben261Chr12g0250001.1	-0,810139468634568
Niben261Chr19g1269001.1	-1,96496288763723
Niben261Chr15g0894002.1	-1,08429217774347
Niben261Chr06g1129007.1	-1,31089332593807
Niben261Chr17g0036004.1	1,17180487702954
Niben261Chr06g0108009.1	-0,878136539970621
Niben261Chr14g0544011.1	-1,58883579870517
Niben261Chr12g1471001.1	0,656838038259343
Niben261Chr04g1485018.1	-1,14163170622715
Niben261Chr01g1088003.1	-1,39283136744602
Niben261Chr16g0352004.1	-1,00294378175738
Niben261Chr19g0898005.1	-0,936171045516916
Niben261Chr01g0897005.1	0,619113730673234
Niben261Chr09g0026013.1	-1,29493164525771
Niben261Chr08g1003002.1	-1,4502217512997
Niben261Chr09g0647005.1	-2,62120679636419
Niben261Chr10g1105003.1	-0,748185954978563
Niben261Chr19g0357001.1	-1,36485432861016
Niben261Chr10g1199005.1	0,84538814428949
Niben261Chr15g1034023.1	-0,774357545854047
Niben261Chr09g1302006.1	0,928488133027566
Niben261Chr06g1315001.1	-0,865013192964512
Niben261Chr07g0304013.1	0,618406470533815
Niben261Chr03g0467001.1	-0,704540397423577
Niben261Chr10g0057009.1	-0,80180018002234
Niben261Chr01g1023001.1	-1,06184296968248
Niben261Chr05g0904003.1	-0,912996627686545
Niben261Chr02g0740003.1	-1,0088054767097
Niben261Chr13g0654019.1	0,591342986666199
Niben261Chr06g0389020.1	-2,00380688323252
Niben261Chr07g1430021.1	-0,72237082720701
Niben261Chr07g1331004.1	-0,595531201687173
Niben261Chr16g0682005.1	0,664863130857193
Niben261Chr05g1116003.1	0,989240946330929
Niben261Chr02g0480006.1	-1,22476205239893
Niben261Chr13g0867005.1	-0,98853970409271
Niben261Chr02g0635002.1	0,687786258052386
Niben261Chr10g0626006.1	-1,57725135387846
Niben261Scf01441g0000001.1	-1,89012817085479
Niben261Chr03g1066001.1	0,724558474664713
Niben261Chr16g0343009.1	1,45945905906306
Niben261Chr03g0393008.1	0,606279007367986
Niben261Chr02g0780009.1	-0,631336604201488
Niben261Chr15g1493006.1	-1,24587044830353
Niben261Chr18g1343006.1	0,667404148276373
Niben261Chr10g0410017.1	-1,08759117896532
Niben261Chr01g1048009.1	-0,670990968190303
Niben261Chr06g0601003.1	-0,896388552080276
Niben261Chr04g0099001.1	0,628343681952367
Niben261Chr14g1376007.1	0,775423553869904
Niben261Chr18g0217003.1	1,29163416239358
Niben261Chr02g0954003.1	1,34390509488011
Niben261Chr03g1554017.1	-0,684477596026079
Niben261Chr09g1313025.1	-1,51008108588036
Niben261Chr10g0524002.1	-0,634342167523503
Niben261Chr03g0714004.1	-1,91155159064838
Niben261Chr12g1400004.1	0,654282002358172
Niben261Chr04g1001014.1	1,62165990489761
Niben261Chr02g0396013.1	-0,867981028360419
Niben261Chr15g1403001.1	1,17181843214491
Niben261Chr11g0024009.1	-0,664243298475845
Niben261Chr13g1252012.1	-1,17442087932331
Niben261Chr09g0047012.1	-1,1873046045208
Niben261Chr15g1124011.1	0,660921738024063
Niben261Chr18g0578002.1	-0,844398378115155
Niben261Chr06g1409043.1	-0,612817203416259
Niben261Chr06g0126020.1	-0,926604252504363
Niben261Chr19g0081001.1	-1,6796482234141
Niben261Chr05g0551003.1	1,23373787533493
Niben261Chr07g0447003.1	-1,15036100728023
Niben261Chr05g0899005.1	0,644585900140162
Niben261Chr03g0096007.1	-1,29157237532492
Niben261Chr09g0402005.1	-0,809462942959806
Niben261Chr01g0754013.1	-1,43651655960598
Niben261Chr11g0426024.1	2,33772398500936
Niben261Chr01g0287015.1	-0,762346171933328
Niben261Chr18g0832002.1	-1,05599587230448
Niben261Chr06g0535008.1	-0,696761613073812
Niben261Chr17g0713005.1	0,72069068517317
Niben261Chr06g1348010.1	-1,26095386001271
Niben261Chr06g0283003.1	-1,35208860852863
Niben261Chr15g1245001.1	-1,22102338538827
Niben261Chr06g0581012.1	-0,614983710548447
Niben261Chr10g0626002.1	-0,991487872427544
Niben261Chr15g0163002.1	0,644439750997126
Niben261Chr06g0433008.1	2,00153667818302
Niben261Chr15g0825008.1	-0,627506733624651
Niben261Chr04g1520011.1	1,06595616373136
Niben261Chr18g0005010.1	0,703699371440606
Niben261Chr07g0885012.1	-0,992001737851571
Niben261Chr10g1092012.1	1,4020599744179
Niben261Chr12g0843011.1	0,9184463398129
Niben261Chr12g0629011.1	-1,86691304361004
Niben261Chr13g1069004.1	-1,05343007761409
Niben261Chr16g0323001.1	-1,41747839764829
Niben261Chr07g0922001.1	0,631195598474651
Niben261Chr12g0313004.1	-0,808595703501706
Niben261Chr07g0259002.1	-1,06705888255288
Niben261Chr01g0550012.1	-0,848877414081921
Niben261Chr08g0978013.1	-0,863562617011996
Niben261Chr06g1164011.1	-1,53892636449733
Niben261Chr16g0341015.1	-1,21556831007436
Niben261Chr10g0105005.1	0,681614839684747
Niben261Chr09g0761012.1	-1,24495287336035
Niben261Chr03g0336003.1	1,13056391899953
Niben261Chr07g0831006.1	1,16448086595444
Niben261Chr07g1102011.1	1,13719921774885
Niben261Chr07g0204005.1	-0,67667882548228
Niben261Chr01g0216003.1	-0,693695516869074
Niben261Chr09g1076006.1	-0,66794937033397
Niben261Chr17g0056019.1	0,824995321524429
Niben261Chr14g1192003.1	-1,0227416146165
Niben261Chr14g0411003.1	0,833745257312046
Niben261Chr16g1000002.1	-0,914867659059164
Niben261Chr16g0438017.1	-0,989802595327601
Niben261Chr01g1790018.1	-0,605241970425002
Niben261Chr06g0429016.1	-0,677703031888069
Niben261Chr08g0096007.1	0,603290200939638
Niben261Chr19g0221003.1	-1,68621678340963
Niben261Chr10g0042036.1	0,610937597487826
Niben261Chr03g0366014.1	0,719145312063311
Niben261Chr05g0641009.1	-0,733146486559195
Niben261Chr04g1150014.1	-1,00187895646154
Niben261Chr11g0953017.1	-1,20113729948692
Niben261Chr13g0147006.1	-1,01007316835898
Niben261Chr17g0709003.1	0,830739954253581
Niben261Chr09g0129016.1	0,663510380750823
Niben261Chr05g1071005.1	-1,27107129560947
Niben261Chr08g0195009.1	0,988564888269042
Niben261Chr07g1327009.1	-0,742679433332444
Niben261Chr04g1494001.1	-1,30249005154888
Niben261Chr05g0504007.1	-0,849589541559987
Niben261Chr12g0492008.1	1,70010010154692
Niben261Chr15g1245009.1	-1,82968648971196
Niben261Chr18g0228003.1	0,702672426330176
Niben261Chr13g0063032.1	-1,43634573063946
Niben261Chr13g0341009.1	-0,960315046431411
Niben261Chr13g0654004.1	-0,900795176630355
Niben261Chr01g1657016.1	1,515187712057
Niben261Chr16g0057015.1	-0,798801095349494
Niben261Chr19g1055001.1	0,849683616747478
Niben261Chr05g0659015.1	-0,714017145584456
Niben261Chr11g1403012.1	-1,13021454713924
Niben261Chr08g0101021.1	-0,757814448939233
Niben261Chr09g0961002.1	-2,01158437513655
Niben261Chr16g1314006.1	0,631961716427452
Niben261Chr14g1243001.1	0,909563042254837
Niben261Chr14g0655007.1	-0,998639492552951
Niben261Chr17g1333007.1	-0,877219474792796
Niben261Chr19g0746005.1	-0,943710724709729
Niben261Chr08g0498010.1	-0,939245854879887
Niben261Chr16g0884013.1	-1,88638106722513
Niben261Chr19g0226013.1	1,1247576196899
Niben261Chr04g1813020.1	-0,696540483404171
Niben261Chr14g0508001.1	0,829155846381358
Niben261Chr12g0968002.1	0,856018492418494
Niben261Chr01g0020005.1	0,98787438681401
Niben261Chr02g1456006.1	-1,98637144026386
Niben261Chr13g0449012.1	-0,944158887106172
Niben261Chr14g0123065.1	-0,865814623864632
Niben261Chr15g0774002.1	-0,64068084506786
Niben261Chr09g1113018.1	-1,51502657769509
Niben261Chr06g0389021.1	-1,54033935683132
Niben261Chr14g0059009.1	-1,08623787554386
Niben261Chr09g1181004.1	-0,626420991730894
Niben261Chr18g0311026.1	0,611985813809834
Niben261Chr02g0594003.1	1,74940427890459
Niben261Chr04g1448008.1	0,767045160779612
Niben261Chr02g0607003.1	0,994859902033714
Niben261Chr19g0221005.1	-0,990734644061709
Niben261Scf00434g0000002.1	-0,657254414673128
Niben261Chr12g1127003.1	1,09429074585384
Niben261Chr15g0918003.1	-0,986918132943891
Niben261Chr19g0739007.1	-0,672862894672255
Niben261Chr10g0645001.1	0,774211393671814
Niben261Chr03g0728014.1	-0,629197502161985
Niben261Chr03g0351006.1	0,94246284850285
Niben261Chr06g0206003.1	-1,03164370028466
Niben261Chr14g0515002.1	1,20798708352623
Niben261Chr05g0569004.1	1,38939160614557
Niben261Chr19g1472009.1	-0,743231589201159
Niben261Chr04g0505003.1	-1,53632130523479
Niben261Chr04g0028003.1	-1,68775040283695
Niben261Chr07g1118002.1	1,71491998129825
Niben261Chr15g0684007.1	-1,68861681258481
Niben261Chr12g1346012.1	0,802570311291409
Niben261Chr17g1296004.1	-1,49433297116423
Niben261Chr05g0571007.1	0,699432240432668
Niben261Chr12g0374006.1	0,757618997246057
Niben261Chr11g1002001.1	-1,0320075201266
Niben261Chr02g0909001.1	-0,729729996439339
Niben261Chr16g0045008.1	-0,776528710233508
Niben261Chr01g0363002.1	-1,21230704197701
Niben261Chr08g0467003.1	-0,873067332985443
Niben261Chr03g0242005.1	-0,864891820978066
Niben261Chr14g0113005.1	0,857793036374326
Niben261Chr10g0476002.1	-0,656034423759145
Niben261Chr17g0027004.1	-0,733222958558729
Niben261Chr16g0773011.1	1,1385894558592
Niben261Chr10g1058011.1	-0,923725618247881
Niben261Chr08g0368029.1	1,02020437893918
Niben261Chr19g1304003.1	-1,74329900962388
Niben261Chr16g0022015.1	-0,655536601813649
Niben261Chr19g0943014.1	-0,6246555395278
Niben261Chr16g0192026.1	-0,617487225591479
Niben261Chr06g0554009.1	-1,20556695418296
Niben261Scf01115g0000007.1	0,753476690304168
Niben261Chr06g1438003.1	-0,648396296247391
Niben261Chr12g1063007.1	0,762549953486601
Niben261Chr03g1624052.1	-0,845004811925629
Niben261Chr12g0754002.1	0,659072262583421
Niben261Chr19g1135001.1	1,3323091013311
Niben261Chr16g0338003.1	-1,11333644174768
Niben261Chr07g1456015.1	-1,14574226370337
Niben261Chr18g0526012.1	0,685531143024045
Niben261Chr16g0104002.1	-1,13990862594718
Niben261Chr04g0247002.1	0,673082901623664
Niben261Chr12g0343005.1	-1,2515992689748
Niben261Chr16g1348021.1	-1,60823504269795
Niben261Chr09g0049007.1	1,07696883595195
Niben261Chr02g1461004.1	0,831695978981334
Niben261Chr14g1421010.1	-1,34780005514471
Niben261Chr15g1455008.1	-1,16576604635304
Niben261Chr12g0272010.1	-1,07517540337182
Niben261Chr16g0332005.1	0,68554011747157
Niben261Chr06g1396020.1	-1,06617459395363
Niben261Chr18g1293009.1	1,0744788842405
Niben261Chr12g0933008.1	-1,80786321454637
Niben261Chr07g1388008.1	-1,40202909461243
Niben261Chr08g0071014.1	1,23457109892076
Niben261Chr14g0589008.1	-0,671570763481547
Niben261Chr07g0973009.1	1,60832927838147
Niben261Chr15g0242004.1	0,666617373645251
Niben261Chr06g1122008.1	2,28653193478266
Niben261Chr12g0253030.1	0,792886872922434
Niben261Chr02g0505014.1	0,842879703269753
Niben261Chr06g0469007.1	0,741286515958298
Niben261Chr13g0376001.1	0,64971907931348
Niben261Chr05g0575004.1	-1,62598306388145
Niben261Chr17g1266008.1	0,754102435639461
Niben261Chr07g0634004.1	0,686691601427999
Niben261Chr17g1507004.1	-1,01093201435136
Niben261Chr13g0643002.1	-1,21465899067857
Niben261Chr08g0643005.1	-0,895348389503124
Niben261Chr10g0622010.1	1,60506405026836
Niben261Chr18g0639004.1	0,868798062575481
Niben261Chr03g1609003.1	-0,615897296988882
Niben261Chr06g0203002.1	-0,791646966551328
Niben261Chr09g1355033.1	-1,49737876279942
Niben261Chr04g1824009.1	0,66423857398343
Niben261Chr15g0825020.1	0,962339740293899
Niben261Chr03g1580007.1	-0,965492050630176
Niben261Chr19g0178004.1	0,617613366935623
Niben261Chr16g0833003.1	-1,23228346344692
Niben261Chr06g0404019.1	-2,25942739683106
Niben261Chr13g0738003.1	-0,738345100754388
Niben261Chr07g0515009.1	1,00617012197274
Niben261Chr03g0647001.1	-0,756480830275028
Niben261Chr03g1511017.1	1,22175999715049
Niben261Chr03g1614004.1	-1,76082563624123
Niben261Chr16g0631014.1	0,735472734169396
Niben261Chr02g0793005.1	-0,773302017836078
Niben261Chr08g0930009.1	-1,62688073240173
Niben261Chr15g1158004.1	-0,594063325750352
Niben261Chr18g1045003.1	-0,914985025082071
Niben261Chr03g1557005.1	-0,805736296203664
Niben261Chr04g0307009.1	-0,71996871121667
Niben261Chr07g1508002.1	-0,951044001908544
Niben261Chr12g0719006.1	-0,735191034112618
Niben261Chr16g0596003.1	-0,650079429168868
Niben261Chr08g0020012.1	1,58846238975977
Niben261Chr09g1007005.1	-0,671946206976546
Niben261Chr14g1464008.1	0,84788270332135
Niben261Chr15g0741009.1	0,735869212865157
Niben261Chr18g1347006.1	0,955542706752656
Niben261Chr04g0109008.1	0,717068951034846
Niben261Chr03g1513005.1	0,880768497982009
Niben261Chr06g0643027.1	0,758809351695217
Niben261Chr08g0819003.1	1,28617646579972
Niben261Chr16g0184001.1	-0,929366098761858
Niben261Chr09g1179004.1	-0,728595525100099
Niben261Chr14g1109021.1	-0,645953035324902
Niben261Chr06g1155016.1	-0,610434299304217
Niben261Chr02g0093002.1	0,86831669134629
Niben261Chr15g0752012.1	0,741009156635985
Niben261Chr02g0376006.1	0,758257849819654
Niben261Chr16g0649004.1	-0,917444580076921
Niben261Chr17g0117001.1	0,586057964812022
Niben261Chr07g1152016.1	-1,06553447120257
Niben261Chr09g0328008.1	-1,71740086704272
Niben261Chr10g1015005.1	-0,797110103556755
Niben261Chr10g0020022.1	-1,15769638307346
Niben261Chr14g0365006.1	-1,26479898112484
Niben261Chr13g1156008.1	-0,78392230747034
Niben261Chr14g0018007.1	1,16550875305345
Niben261Chr02g1290005.1	-0,624408391924225
Niben261Chr02g1160008.1	-0,664463004418138
Niben261Chr08g0806005.1	1,17347084286035
Niben261Chr13g0813006.1	1,40934241594691
Niben261Chr18g1247003.1	0,859001844516121
Niben261Chr13g0654007.1	0,907013044269053
Niben261Chr12g1368001.1	0,973927433276415
Niben261Chr14g0348006.1	-0,848018872532472
Niben261Chr08g0137004.1	1,21580786130018
Niben261Chr11g1127002.1	-0,770779414681026
Niben261Chr08g1348002.1	-1,03639987287251
Niben261Chr03g1280002.1	0,683489066078126
Niben261Chr11g1266013.1	-0,757193938831997
Niben261Chr09g1256012.1	0,712547118584105
